"uuid","status","human_answer","human_difficulty","score","user_id"
"a795ef2a-aa61-4522-97ff-1e021bd16355","commented","[""A""]","medium","1","202"
"c41ac11f-fad1-48b2-a309-b4fd6b09f01f","commented","[""I""]","medium","1","293"
"f0d58217-b76b-4a04-bbd3-0a53dcfd2a10","commented","[""A""]","easy","1","181"
"b2bc78e4-b167-4e91-99c8-1f3258905c93","commented","[""A""]","medium","1","255"
"e3ca3c37-d1af-46e6-8a18-8829268c8b98","commented","[""L""]","easy","1","266"
"8af2a4d4-8113-47bf-984a-789c16e9cc4c","commented","[""C""]","easy","1","156"
"77b2b10d-19ef-47d6-aa0c-cb6988740820","commented","[""H""]","hard","0","226"
"3928c7ab-e870-42b8-b36d-b74a34cbea94","commented","[""L""]","hard","0","181"
"79eb986a-4cac-40bc-873b-b095f438600a","commented","[""A""]","easy","1","229"
"aa1a3591-3a46-4f99-a0c1-e1a8bc12d132","commented","[""B""]","easy","1","156"
"bb01b9e1-c780-47ee-bd26-e7d42aaddff6","commented","[""J""]","easy","0","218"
"7a4afaed-9325-4693-878e-62bda5488ee6","commented","[""C""]","hard","0","205"
"6d617bb0-1876-46ed-8b3e-8759297ba3c6","commented","[""E""]","medium","0","164"
"0b12ab14-7214-4c8e-804a-43277cfa63a7","commented","[""C""]","hard","0","255"
"4dedfcf8-6bc2-41b9-85ae-f96cf5c0ec37","commented","[""G""]","hard","0","247"
"fb784364-3bc2-42c1-9766-b6ea94d81a06","commented","[""D""]","medium","0","255"
"01f3aeb3-ac65-486a-9d8a-2b109e18252d","commented","[""A""]","medium","0","238"
"b2a413da-edc9-4484-b675-9033244dc35c","commented","[""F""]","easy","1","255"
"6bd9d34c-4981-4427-935e-4b9004fdf572","commented","[""F""]","easy","1","299"
"a14fc9b7-e72a-4f65-92bf-a9c18482eb67","commented","[""B""]","medium","1","207"
"fef65f0f-6630-4973-a72f-758d41f5a4dd","commented","[""E""]","easy","1","192"
"f8b10e77-4a0f-487f-8179-e49636b2ef9e","commented","[""E""]","hard","0","237"
"a1bbf5f0-7b08-428c-bd0c-39d9f009363a","commented","[""N""]","easy","0","189"
"fef104af-358a-45ad-94d4-1cb85a2cdcff","commented","[""F""]","medium","0","245"
"155414d3-f7d0-4eaa-b70a-e310ace7c7c7","commented","[""B""]","hard","0","186"
"b2a22412-9094-43c8-9eaf-96d834a22b8b","commented","[""C""]","medium","0","148"
"b592c155-bc10-46ad-975a-c89991c67ef9","commented","[""C""]","easy","1","170"
"ea4a48b7-f64d-418d-b13a-16141593c498","commented","[""C""]","medium","0","157"
"8acd9c05-66fb-4c83-a504-7517d9f5bfb3","commented","[""F""]","easy","0","170"
"8b3fbcfc-7331-4265-a41a-0708fc930cf5","commented","[""G""]","hard","0","170"
"c1ce0085-0a6b-4fc4-97d4-9de12e25df78","commented","[""C""]","medium","1","280"
"2116c841-f996-4bae-98c3-3f5c95e21ff7","commented","[""D""]","easy","1","220"
"bf841154-c942-43d3-97dd-a5aa5aa1a439","commented","[""B""]","medium","0","290"
"93f72dc5-7244-49ae-b90e-54da731ca129","commented","[""D""]","hard","1","259"
"bdba5ec3-0c27-48a7-99ea-2b7606eeb439","commented","[""E""]","hard","0","234"
"979f9288-b825-407a-a793-ad04fe709819","commented","[""D""]","medium","0","166"
"0507598e-30ac-472e-8795-09ee7c5c4c3e","commented","[""D""]","hard","0","314"
"b3f0fb8c-addc-4ba3-9ef9-d3e241f7b76f","commented","[""F""]","medium","1","296"
"e7c2cc8b-4a82-403a-b15e-d115a7311e7c","commented","[""K""]","medium","0","178"
"ab8679da-9305-40a5-81c5-bf47313d1620","commented","[""C""]","medium","0","165"
"7cdd3471-6c7f-462f-b1b3-cfe111e58175","commented","[""B""]","medium","0","215"
"89565a4d-f157-40b6-921b-32a642698ebd","commented","[""H""]","medium","1","182"
"08858fb3-30f1-4127-ba3a-4dd84f01ad40","answered","[""N""]","","0","291"
"81b3ec04-1d02-4863-a85b-b2c19a81c6c7","commented","[""H""]","medium","0","153"
"ef451d42-8e4f-4ddf-bc55-d1a26690b76f","commented","[""O""]","medium","0","262"
"7e3c9ae6-b70c-4aaf-bdec-ab813548025b","commented","[""C""]","medium","0","216"
"3e335c5c-4d99-45fc-ac95-1b40362b2d79","commented","[""A""]","medium","0","152"
"845a096b-14ef-4c94-9bc1-23d21e295509","commented","[""D""]","easy","1","163"
"0f31bbdf-1493-4a14-9a67-c88ebaa1343a","commented","[""H""]","hard","0","263"
"4f69622a-1f6c-4218-8ae2-25826c464d71","commented","[""B""]","medium","1","187"
"33c0f392-8f01-41c3-a742-6970380cb89a","commented","[""B""]","easy","0","183"
"d176ddd1-d46b-4690-9c0f-ea9a90d4c2fd","commented","[""D""]","medium","0","214"
"120f45f9-ad02-4ba5-b917-76b7fb465dec","commented","[""B""]","medium","0","200"
"537aec36-fd79-484b-85d7-bb70029fbc83","commented","[""E""]","medium","0","162"
"e9b6266f-3cb6-4591-bd7d-5a4b07d6c58f","commented","[""B""]","hard","0","241"
"27e9de53-fc22-4fbc-b604-9de2f739d2a7","commented","[""A""]","hard","0","142"
"52ca56e9-0bac-441f-83bc-f6a006a71719","commented","[""H""]","easy","1","205"
"4affb058-7356-48d0-a94c-cd113e35edb6","commented","[""B""]","easy","1","191"
"d530f238-668d-41b9-9b03-0296cd1a8a6e","commented","[""A""]","medium","0","292"
"d6c9db11-64b3-43f2-898f-8fe750910b5b","commented","[""F""]","easy","1","153"
"5fcb7fc2-10e1-4bbf-be51-d934ea73e161","commented","[""D""]","hard","0","153"
"d83261e2-401b-4b6d-9785-679e865fd364","commented","[""D""]","easy","0","223"
"c5663021-b050-4096-a5e9-c495f9e52b56","commented","[""A""]","easy","1","260"
"92783dfd-7b48-418e-a4e7-6792e107b146","commented","[""C""]","hard","0","143"
"57ecf06d-f2f0-47ea-bc5d-a8a28a37cf49","commented","[""D""]","hard","0","155"
"cade17db-5eae-4b3e-9db2-15dbb73e9c70","commented","[""I""]","hard","0","153"
"1901978e-b042-4fb2-9d48-5bd0ccc83c15","commented","[""E""]","medium","0","286"
"033374b7-9e65-4322-9e2d-c81f9bb3521a","commented","[""B""]","hard","1","173"
"fc62b9ec-ff35-48b9-86f9-4c4c900bcd80","commented","[""E""]","easy","1","190"
"53a4c7e8-f6d5-4e8d-a71b-cfb6af3eba9b","commented","[""C""]","easy","1","271"
"4c1e430e-d46e-493f-a7ad-b4981f6d0dfd","commented","[""A""]","hard","0","303"
"4c574180-6019-44e4-a009-31a6b33cf408","commented","[""E""]","hard","0","238"
"a6e56bb4-e15e-4616-8cd1-91dfa3b1328e","commented","[""E""]","medium","0","184"
"e4145187-f55a-4681-952c-8d73c281bfca","commented","[""H""]","hard","1","310"
"bd2d9069-9ebf-41b4-855c-517bd5bdeae6","commented","[""J""]","medium","0","295"
"f3639487-5f86-42c3-844a-516c02550d85","commented","[""F""]","medium","0","252"
"7bf65783-f66d-40dd-8472-9ed3c9a0a9a3","commented","[""H""]","hard","0","197"
"8c6a1b0c-866f-47e8-bada-c2b27d3f7e28","commented","[""V""]","hard","0","303"
"c7e08a43-7704-46f2-a048-3bf066636c16","commented","[""A""]","hard","0","151"
"56fa7ef1-b7f3-4226-a003-ffe84fa0b24a","commented","[""L""]","easy","1","261"
"5d9a9e08-3ddd-464e-9f2f-4371d30d13c4","commented","[""G""]","medium","1","274"
"b0e74a86-4843-4a47-8d2a-9124851df85c","commented","[""D""]","medium","1","275"
"dfab5c46-83f5-4833-bb37-714d35c9c0ad","commented","[""C""]","hard","0","151"
"05d861ea-31c2-4bb2-b9fa-1ffe6a6c4799","commented","[""E""]","medium","1","160"
"11ea125f-41f1-49bc-9618-6fc419a6f031","answered","[""C""]","","1","267"
"f3cd121a-c0b5-49f0-899f-9023c37f9291","commented","[""F""]","hard","0","171"
"b36b48e5-3e8f-4ddb-8311-ae9bf8e656cc","commented","[""D""]","hard","0","225"
"788059a2-92de-4ff0-b070-7172ee606915","commented","[""K""]","hard","1","244"
"7bede66a-a75c-47b8-8454-8656a64afa36","commented","[""B""]","hard","0","276"
"20707269-48f3-46ba-8b8e-11015e4b14e4","commented","[""C""]","easy","1","157"
"cec92364-99ed-4d9b-afea-529d7994b557","commented","[""G""]","medium","1","202"
"979d3970-c105-4d0f-9f40-34bd41e50f0f","commented","[""F""]","easy","0","271"
"c6299126-cf3b-4977-bc3b-61a8976fabe4","commented","[""C""]","easy","0","226"
"4ccec103-fbc8-45bd-90b7-131974e9c370","commented","[""A""]","easy","1","281"
"bfa22d6c-ac1b-4a08-8080-4f4d603f63ab","commented","[""C""]","medium","1","208"
"bb034d1d-6756-4157-a843-365f9ea9162f","commented","[""H""]","easy","1","173"
"e3eecd84-d362-4f7c-b56b-9960c64a6dda","commented","[""A""]","medium","0","307"
"4c912ae5-f056-4a02-8fe4-cd9892654592","commented","[""A""]","hard","0","279"
"0426981f-c817-4a4d-9de0-8770c3802b65","commented","[""C""]","easy","1","230"
"d86fcb3d-4efa-4139-a977-83f41ec507d3","commented","[""I""]","medium","1","173"
"b2a56920-01ab-47fe-b51e-434beff5be8b","commented","[""B""]","easy","1","173"
"7a51e505-f206-42d8-adde-c22b967dd636","commented","[""C""]","medium","0","189"
"acd48d50-78f6-41d9-b0d3-ac11f17e5a1e","commented","[""I""]","medium","0","302"
"bca7ad63-4409-4cf3-98c7-7513fe907933","commented","[""A""]","medium","1","207"
"c4d053d9-763b-4d49-8dff-3b72e9cbd457","commented","[""D""]","hard","0","232"
"ad9d7a18-b0a7-401e-953c-59463f2243d4","commented","[""G""]","medium","0","224"
"8aa6cf51-f824-4614-a1fe-1384dd80b6d0","commented","[""B""]","easy","1","229"
"700d974f-e166-4721-a31a-0c5ff52e2ffd","commented","[""A""]","medium","0","159"
"2c2da724-aff3-46ac-acfe-fe35ab0de7bc","commented","[""E""]","easy","1","239"
"d3d9b897-563d-47a1-b215-f9905bbc36db","commented","[""I""]","medium","1","315"
"333ada13-ebd7-4988-a34b-5852afadf24f","commented","[""E""]","medium","0","156"
"4572c4b5-64f1-47ce-a557-cbb736b3aeea","commented","[""F""]","medium","0","270"
"cde4b445-eef4-4150-90b1-d878c004d822","commented","[""P""]","hard","0","201"
"9636d21f-3236-425f-9a52-03cdf127ef3a","commented","[""F""]","easy","1","218"
"8912e6b6-3cfa-44d4-ae19-4726ca8633c2","commented","[""C""]","medium","0","200"
"b795fe0f-e0ca-4bb9-a198-a82ec06a68ec","commented","[""R""]","medium","0","194"
"899eb4b3-2fee-47c2-b197-89acce801901","commented","[""B""]","hard","0","168"
"974a6e53-6f6b-4e0a-9e3b-6b9227058360","commented","[""A""]","medium","1","202"
"54e33320-ab13-4d2f-9b31-b999bae1f25e","commented","[""G""]","easy","1","191"
"c49a3ddb-ee65-4b4b-ad39-4a9abf2984da","commented","[""F""]","hard","0","285"
"03418103-638c-4927-9b65-4dffdc4b050b","commented","[""E""]","hard","0","157"
"34026e17-7445-4783-9c20-7cab8333a694","commented","[""E""]","medium","1","243"
"018d986c-9919-4c0e-aa75-2dda9e209cfd","commented","[""F""]","medium","1","143"
"8f3a3db0-5f08-42f7-9012-04e66652b3a4","commented","[""B""]","hard","0","226"
"72933c79-dddb-4483-9d32-39503bff0ff1","commented","[""F""]","medium","0","294"
"5fd199d7-2070-4dd1-b87b-4bf90d9c96ea","commented","[""F""]","easy","1","253"
"4fa4e8af-a73b-4795-8d65-2b71266968ab","commented","[""O""]","medium","1","316"
"56ff6149-5b01-4621-850c-38211cf6099c","commented","[""H""]","hard","0","209"
"ad588d26-51c5-4c81-9365-2beb6cb347fb","commented","[""F""]","medium","1","270"
"ebc73415-4d03-4c34-a1bc-70f26c698e3b","commented","[""C""]","medium","1","283"
"5aba8f13-8fb4-45fd-87a0-3ebb710a3de0","commented","[""J""]","medium","0","256"
"c2b6d86e-89d7-4f3d-90ac-f485129ea8dd","commented","[""A""]","easy","1","237"
"0189fa7d-fea5-48bd-9175-a089e02072ca","commented","[""G""]","hard","0","155"
"9f0aa584-1659-49c9-b813-ab7d2cdf1c04","commented","[""E""]","medium","0","222"
"a49867a4-1b1d-48a7-ab99-94d86d909ba0","commented","[""E""]","medium","0","305"
"f6fc63c6-5a74-4705-9ec5-cd2e5628442b","commented","[""H""]","medium","1","312"
"818801da-9247-409d-9137-f71875e535b0","commented","[""G""]","hard","0","298"
"c35cd490-73fa-40f2-a955-09c28c037022","commented","[""B""]","medium","0","163"
"c37c8e5b-f8f9-428c-8b40-256cc30363ca","commented","[""D""]","easy","1","246"
"6faf1b75-04e6-465b-b703-571d8d8b9de8","commented","[""A""]","hard","0","259"
"76c44644-dd96-4346-bdc1-8986b195c429","commented","[""D""]","hard","0","242"
"ba9b6c88-5f71-4883-9e66-4ac583bb364b","commented","[""C""]","easy","1","236"
"a4368ba2-2209-406b-b14d-7f5badfa2f2c","commented","[""M""]","easy","1","288"
"294f2b24-f266-4ab4-ad98-6987070c3659","commented","[""B""]","medium","0","306"
"50b7cb7d-1afb-4bea-bc71-27fb4c4ab256","commented","[""H""]","hard","0","164"
"38652eb0-fb0f-4119-8ba8-9efed220cb62","commented","[""G""]","hard","0","204"
"d22a9533-a3b5-4eaa-a969-f25ef319ed4b","commented","[""E""]","medium","0","227"
"394c4e5d-4db4-4a60-87fa-cb1c7d5b1dc6","commented","[""C""]","hard","0","210"
"33c414b2-eba1-46a6-8244-dba8a4d5e14b","commented","[""E""]","medium","1","288"
"bd1057ee-8bf8-4671-87bb-13c8076322f9","commented","[""Y""]","medium","1","251"
"6b3e5b78-2aa2-4595-b5bc-cf7dc0991935","commented","[""G""]","hard","0","242"
"74693ca7-8963-4aef-92bf-e9b38cdc1baf","commented","[""B""]","easy","1","299"
"03ce65c7-5d7b-450a-b32b-b2267998f4ca","commented","[""C""]","easy","1","223"
"11ac38b2-9a0c-4b94-b270-df3a903a7fc1","commented","[""C""]","hard","0","210"
"03243d76-9884-431e-a79d-3a8a66425347","commented","[""E""]","hard","1","143"
"9538fa32-8634-4954-afac-3af6f3e98c04","commented","[""O""]","hard","0","195"
"47121b30-4686-463d-b744-a27ca16a4514","commented","[""C""]","easy","1","171"
"3f429a75-5f9c-4dbd-8604-f19124fa3b58","commented","[""D""]","medium","0","206"
"f24ed6fc-b66c-4305-bc88-5630c15d1a28","commented","[""D""]","easy","1","206"
"473aaf6d-c216-4e40-9f16-31f50eeb96fc","commented","[""H""]","hard","0","258"
"8ca04a65-a106-4dff-8fc0-de29db8caf0a","commented","[""F""]","hard","0","272"
"8e8a1e65-3de6-4ee3-ad26-c87a868481de","commented","[""D""]","medium","0","228"
"ae6e62b4-edee-4761-92db-5578e8d21457","commented","[""L""]","easy","1","250"
"c5ee931e-ec1f-4461-97b4-995abb824603","commented","[""B""]","easy","1","261"
"2b8a812d-5bd3-4ca7-82ad-97394b3694f5","commented","[""G""]","medium","0","264"
"bd8858c0-3307-4b35-96f1-457f285e8e25","commented","[""D""]","medium","0","177"
"88f33bf1-b07c-42af-b514-20cba1fbe0a3","commented","[""C""]","medium","1","234"
"167404e0-fd87-4afc-a7b1-590dc19832ce","commented","[""C""]","hard","0","219"
"78eeaee3-da60-4b85-8ce5-29ff77975957","commented","[""E""]","hard","0","247"
"8d017e20-9318-4a4b-ad4c-dcf8864a4a22","commented","[""B""]","easy","0","254"
"66017da8-1625-443f-ae41-1adfd0f5746a","commented","[""G""]","easy","1","269"
"4543960f-6c6a-45fb-b781-33b2a3a6ecd8","commented","[""G""]","hard","0","205"
"6ea5b2e1-324f-404d-88c1-8c12f93af919","commented","[""B""]","easy","1","152"
"1a7f0003-69aa-4ffb-a5f5-0289d3b94875","commented","[""A""]","medium","0","215"
"9b5d1d4e-33ae-4a3b-b6e3-2bccb9a96372","commented","[""E""]","hard","0","293"
"3150faed-c56a-4593-a061-736ae43a11c5","commented","[""A""]","hard","0","151"
"c53a599e-0767-41bf-9ee3-6529ff33d730","commented","[""I""]","hard","0","154"
"a6316b37-1abc-47d6-9120-ea4ea52ed1b5","commented","[""I""]","hard","0","281"
"5c5c6344-aed9-44fc-af20-0af032a469c8","commented","[""A""]","medium","0","187"
"cb386eb2-f322-4492-854b-7238c9f2c333","commented","[""C""]","easy","1","271"
"9c9fac39-a24d-401a-96c7-03069b983c2f","commented","[""I""]","hard","0","169"
"4d9aca4c-3837-4291-9413-4143838bcb90","commented","[""C""]","medium","0","219"
"ffed3db5-b4fc-4477-8464-5f863675d122","commented","[""A""]","easy","1","226"
"4fc19a16-2d67-44a9-b508-d21b9ed3893d","commented","[""I""]","easy","1","144"
"8bf162f6-9bbb-4a64-bed9-9ed33a674793","commented","[""F""]","hard","0","229"
"387c5422-10a5-4e6c-81bd-42971840ed00","commented","[""F""]","medium","0","311"
"07b09e03-2182-4b63-b2c2-aadafe0abf38","commented","[""C""]","hard","0","257"
"13cd6d78-cd0d-4653-9c12-f358ea5f44ad","commented","[""A""]","hard","0","211"
"2a8b86a4-abde-4851-93e2-f161d94f2e66","commented","[""B""]","easy","1","188"
"b7d435e9-9891-40cf-b6fe-e2d5000b53c2","commented","[""C""]","hard","0","220"
"6d9998d4-f1fa-45c1-859b-8455881bc77d","commented","[""G""]","easy","0","293"
"71645528-50c4-431e-9599-be6da8ad4b1c","commented","[""H""]","hard","1","259"
"cb8ab671-7475-4463-92ab-cc020e289b29","commented","[""H""]","hard","0","251"
"5a0eef53-9de9-4bbf-a336-fc0b6f6f0ef4","commented","[""E""]","medium","1","167"
"afa015bb-fba4-43d7-b055-b5a6b9931ee8","commented","[""F""]","medium","1","169"
"0fd323e2-f4f1-4ceb-9161-11111602a970","commented","[""B""]","hard","0","198"
"1def2fde-ea06-4466-8b06-fe58110fd8f3","answered","[""E""]","","0","150"
"7e72890a-387d-41a2-9121-ea827f0bc4d2","answered","[""F""]","","0","150"
"4f629ab3-414f-416a-b4de-2ea0484202cf","commented","[""F""]","hard","1","265"
"ae5bc22e-b249-4a29-add6-323de44a5858","commented","[""D""]","hard","1","182"
"db6fe382-1026-46d0-b913-a224364fd7c0","commented","[""A""]","easy","1","249"
"79086a0e-b8bf-4d62-a4f7-139fcf876232","commented","[""N""]","hard","0","289"
"cfd9b6ca-bcb9-4447-adbf-5eb6200c1961","commented","[""E""]","medium","0","284"
"003354b7-4dd5-4ac7-abf4-75692f59d815","commented","[""I""]","medium","0","250"
"bfcace29-9414-425a-bf4e-8bd1fbc81db1","commented","[""E""]","easy","1","239"
"9ea6c775-47d3-4050-b973-9418e86e3035","commented","[""C""]","medium","0","260"
"9c4c5264-d938-426c-b016-900a3c479aad","commented","[""E""]","medium","1","158"
"8e12fe2c-ada4-4d9d-95d2-0027f0b2716e","commented","[""C""]","hard","1","252"
"250db6bd-6808-40f0-940c-9844a05fd655","commented","[""L""]","hard","1","241"
"847610fb-1ef0-484e-b35d-2c3655cf7101","commented","[""F""]","easy","1","286"
"ef289a1d-387d-48f3-abf6-e3bd8a5c7fbd","commented","[""D""]","hard","0","280"
"e42666a1-d055-4928-9db5-9067d99fae26","commented","[""A""]","easy","0","277"
"ccad4775-6c5f-4528-8285-be9b93ed9356","commented","[""C""]","medium","1","253"
"47e44dc9-dd58-4385-bc11-bdbd00cb7f7a","commented","[""D""]","medium","0","299"
"e9d99070-ed81-47ec-b231-f5c839d0e95e","commented","[""A""]","medium","0","224"
"88ebf70b-ce04-4c5f-a517-8f2f41298af0","answered","[""B""]","","0","175"
"9c3d7559-f06f-49f0-b330-1368cff3b9b3","commented","[""A""]","medium","0","309"
"d5ab3c16-230f-49ca-a54d-0f4dd24f6709","commented","[""D""]","easy","1","299"
"7cc1e192-5e31-467a-b60a-a269a0decfab","commented","[""H""]","medium","1","214"
"81f6c9af-917c-46b9-8b4d-87d4310b7a4d","commented","[""C""]","easy","1","165"
"5e9f7137-875e-4451-933f-288039dbd7bd","answered","[""C""]","","1","175"
"9dee72d9-5f67-40fa-a11b-b3827bf63b74","commented","[""B""]","medium","0","315"
"d3e253b8-4016-48d0-adac-4dffd6e3b93f","commented","[""E""]","medium","1","245"
"5e489757-8bb5-49fa-8b53-64d774b16491","commented","[""F""]","easy","0","310"
"ee601a73-4a5b-458a-a01c-eb0901cf3c44","answered","[""F""]","","0","267"
"37670b80-19ac-4063-be2b-412c0a56ac67","commented","[""C""]","easy","1","183"
"552fcce0-2fff-4ef2-81f5-15e1cba5fc72","commented","[""A""]","medium","1","275"
"17e9713b-a836-4a1a-ab94-fe1324e997e5","commented","[""I""]","hard","0","148"
"9e25cd0b-ef71-4588-8d3a-b9c1870210ae","commented","[""D""]","medium","0","292"
"5c16d451-f954-4dc1-b6c7-065bc2d11b01","commented","[""F""]","medium","0","298"
"0234f048-2e75-4b38-a476-eb816ad56684","commented","[""E""]","medium","0","274"
"f269ec9e-2cef-46e1-8b9d-dd835dad7ef0","commented","[""F""]","medium","0","298"
"a9182b21-bea1-403b-926e-b1b705e8b567","commented","[""F""]","easy","0","222"
"0b49222e-1919-4391-ac91-3fecbfddd082","answered","[""E""]","","0","175"
"03e902cf-6e35-4793-89f4-b63f6da21418","commented","[""D""]","medium","1","193"
"2ef188fb-30d2-4fe9-9299-a39f770f9f65","commented","[""F""]","hard","0","313"
"74eef522-beaa-42a5-9fe6-c82e23820725","commented","[""E""]","easy","0","244"
"35af3755-b213-43a5-b493-618444fb49a9","commented","[""C""]","medium","1","193"
"e757ce58-7ba3-46bd-aa09-45b2c6168c3c","commented","[""A""]","easy","0","146"
"0ed6fa35-7ed0-47ed-b616-952a3e3705dd","commented","[""B""]","medium","0","193"
"d3748ca1-382e-4c17-b225-b5691e8a9f52","commented","[""A""]","hard","0","193"
"f14e5b77-0eb5-44ca-bfb8-6484047588ac","commented","[""G""]","easy","0","178"
"a39b66b3-0867-4ad1-a513-6e283f6b9705","commented","[""B""]","medium","1","166"
"c7859580-d69e-4e0f-92ad-24854d790c95","answered","[""C""]","","0","308"
"77f75e0c-680a-4497-a2e6-f9a6e808f8b4","commented","[""H""]","medium","1","238"
"e02a512e-5bf3-4eb2-8544-a04b4d731bd9","commented","[""F""]","medium","1","209"
"f13adde4-7622-40aa-a9f4-4a58a9694fca","commented","[""H""]","hard","0","236"
"7be58981-2112-4e37-9865-8a27cd66e59b","commented","[""D""]","medium","0","312"
"fc2e0358-4c7d-4ac0-8f55-654717e8dff1","commented","[""A""]","easy","1","256"
"cf8340cd-4899-414e-83da-488ca40fbc65","commented","[""D""]","medium","1","295"
"3c730fb4-3409-4ec9-a3b0-2154043599cc","commented","[""A""]","medium","0","200"
"5d6f2b4a-bfad-4ea6-abbe-000234f1ff50","commented","[""I""]","medium","0","218"
"04347694-fa25-47ff-8879-2b1a06889f22","commented","[""G""]","easy","0","162"
"68246185-3c0a-44ec-9900-bb28361dbdcc","commented","[""H""]","easy","0","212"
"c09e1e64-9509-47ff-824d-1f27339bde3b","commented","[""H""]","hard","0","207"
"09698dd0-6577-4364-9fc6-da7064cbd3b9","commented","[""A""]","hard","0","276"
"dd6c5d8b-805f-4dc6-b09b-6fb328736d72","commented","[""C""]","medium","1","312"
"0414148a-4680-415b-8dc7-3637b1a09e67","commented","[""H""]","medium","1","217"
"48f68a1b-ed69-49c8-9ec4-bcbe65529dd5","commented","[""B""]","easy","0","202"
"914c1eb3-5e3f-4c12-ab70-fe505092fb72","commented","[""M""]","medium","0","220"
"7b1c2db1-a6e2-4f4b-ac7e-f09b03b9589d","commented","[""B""]","hard","0","152"
"a7f9a4bd-d51c-47ad-9672-202f6d778e03","commented","[""F""]","medium","0","184"
"c63c3b4f-c3d9-4e6e-b4d4-b4caf4c469f1","commented","[""B""]","easy","1","230"
"19e8d62a-1613-4190-ba14-2dfe8da230a8","commented","[""V""]","easy","0","191"
"40d77005-df94-4591-b143-66360aa7591f","commented","[""Q""]","easy","1","196"
"21d54920-e773-4d53-8993-faa0d2b9ea6e","commented","[""A""]","easy","0","191"
"e0f1d735-89d8-4fe8-838e-fe5a335ad7ba","commented","[""E""]","medium","0","149"
"ab8aaa8a-a070-4344-83d7-3d1b35f96739","commented","[""G""]","hard","1","199"
"5365eb16-180a-4e61-acf2-92198c23519e","commented","[""E""]","easy","0","174"
"20c1f6aa-f821-4e9a-aa9d-abc4ba3c74b5","commented","[""E""]","hard","0","286"
"2d5767f5-3002-41c2-8bc1-ed88fe05f54d","commented","[""A""]","medium","1","233"
"84dc3b12-f501-4fa0-9550-41a5bea5e517","commented","[""F""]","hard","1","225"
"804061be-00cd-4bfe-9ada-47d41adec9ec","commented","[""D""]","hard","0","210"
"af89e73f-8c4f-44e4-8b8b-706cbac96385","answered","[""A""]","","0","145"
"cfd9352c-05f1-4489-8478-d433ca8f9361","commented","[""F""]","medium","1","248"
"25b052f9-1d2d-4da7-9d4c-3278f1be7574","commented","[""D""]","medium","1","268"
"53a3c6cd-4d09-4cd3-9fa0-4f521079ea4f","commented","[""B""]","easy","0","270"
"7790deed-c9e0-4871-9311-df47645852c9","commented","[""A""]","medium","0","156"
"b406b145-3925-4ce4-9ddc-18a94b39295f","commented","[""B""]","hard","0","201"
"60965e0a-2e9f-420f-93a2-c7ff26f0a83b","commented","[""O""]","medium","0","270"
"6b2bb50a-2b9f-48e7-90fe-af35edaed029","commented","[""K""]","hard","0","216"
"8399c830-acab-416a-913a-352e33aef153","commented","[""A""]","easy","1","163"
"0b8b5241-d560-4f26-af7c-ac5e44a98cab","commented","[""G""]","hard","1","293"
"2e0e9ba6-761e-4bb7-a812-8acceb51b09e","commented","[""G""]","hard","0","273"
"78e764ff-1bbc-46fc-bd06-4f0ed8019cd4","commented","[""N""]","easy","1","260"
"1d40e642-ee26-4fc4-845e-02fddf1d886b","commented","[""F""]","medium","1","240"
"412a29cd-c3fc-4497-91c2-4a6f65f6c946","commented","[""C""]","medium","0","144"
"4fb21ecd-c43c-4984-a08a-12a33083a715","commented","[""I""]","hard","0","297"
"c66bde0b-72ae-4f3b-81a8-4913794549f3","commented","[""A""]","medium","0","221"
"26e56ea4-1d40-4d71-8592-33dc45def1ee","commented","[""A""]","easy","1","239"
